frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
299.53,-17.52,-10.19,-17.52,-10.19,6.00,6.19,5.67,-11.52,-11.52,-7.33
302.53,-17.36,-10.02,-17.36,-10.02,6.00,6.17,5.56,-11.36,-11.36,-7.33
305.55,-17.20,-9.86,-17.20,-9.86,6.00,6.16,5.46,-11.20,-11.20,-7.34
308.61,-17.04,-9.70,-17.04,-9.70,6.00,6.14,5.36,-11.04,-11.04,-7.34
311.69,-16.88,-9.53,-16.88,-9.53,6.00,6.12,5.26,-10.88,-10.88,-7.34
314.81,-16.72,-9.37,-16.72,-9.37,6.00,6.10,5.16,-10.72,-10.72,-7.35
317.96,-16.56,-9.21,-16.56,-9.21,6.00,6.08,5.06,-10.56,-10.56,-7.35
321.14,-16.40,-9.04,-16.40,-9.04,6.00,6.05,4.97,-10.40,-10.40,-7.35
324.35,-16.24,-8.88,-16.24,-8.88,6.00,6.03,4.88,-10.24,-10.24,-7.35
327.59,-16.08,-8.72,-16.08,-8.72,6.00,6.00,4.79,-10.08,-10.08,-7.36
330.87,-15.92,-8.56,-15.92,-8.56,6.00,5.97,4.71,-9.92,-9.92,-7.36
334.18,-15.76,-8.39,-15.76,-8.39,6.00,5.94,4.62,-9.76,-9.76,-7.36
337.52,-15.60,-8.23,-15.60,-8.23,6.00,5.91,4.55,-9.60,-9.60,-7.36
340.90,-15.44,-8.07,-15.44,-8.07,6.00,5.87,4.47,-9.44,-9.44,-7.37
344.30,-15.28,-7.91,-15.28,-7.91,6.00,5.83,4.40,-9.28,-9.28,-7.37
347.75,-15.12,-7.75,-15.12,-7.74,6.00,5.79,4.33,-9.12,-9.12,-7.37
351.23,-14.96,-7.58,-14.95,-7.58,6.00,5.75,4.26,-8.96,-8.95,-7.37
354.74,-14.79,-7.41,-14.79,-7.41,6.00,5.70,4.20,-8.79,-8.79,-7.37
358.28,-14.63,-7.25,-14.63,-7.25,6.00,5.65,4.14,-8.63,-8.63,-7.38
361.87,-14.47,-7.09,-14.46,-7.09,6.00,5.60,4.09,-8.46,-8.46,-7.38
365.49,-14.31,-6.93,-14.31,-6.93,6.01,5.55,4.03,-8.29,-8.29,-7.38
369.14,-14.15,-6.76,-14.15,-6.76,6.03,5.50,3.98,-8.12,-8.12,-7.38
372.83,-13.99,-6.60,-13.99,-6.60,6.03,5.44,3.94,-7.96,-7.96,-7.38
376.56,-13.83,-6.44,-13.83,-6.44,6.02,5.38,3.89,-7.81,-7.81,-7.38
380.33,-13.67,-6.28,-13.67,-6.28,5.99,5.31,3.85,-7.67,-7.67,-7.39
384.13,-13.51,-6.12,-13.51,-6.12,5.94,5.25,3.82,-7.57,-7.57,-7.39
387.97,-13.35,-5.96,-13.35,-5.96,5.87,5.18,3.78,-7.48,-7.48,-7.39
391.85,-13.19,-5.80,-13.19,-5.80,5.77,5.10,3.75,-7.42,-7.42,-7.39
395.77,-13.03,-5.63,-13.03,-5.63,5.64,5.03,3.72,-7.38,-7.38,-7.39
399.73,-12.87,-5.47,-12.87,-5.47,5.50,4.95,3.69,-7.36,-7.36,-7.39
403.72,-12.71,-5.31,-12.71,-5.31,5.34,4.87,3.66,-7.36,-7.36,-7.39
407.76,-12.55,-5.15,-12.55,-5.15,5.17,4.78,3.64,-7.37,-7.37,-7.39
411.84,-12.39,-4.99,-12.39,-4.99,5.00,4.69,3.61,-7.39,-7.39,-7.40
415.96,-12.23,-4.83,-12.23,-4.83,4.83,4.60,3.59,-7.40,-7.40,-7.40
420.12,-12.07,-4.67,-12.07,-4.67,4.67,4.50,3.57,-7.40,-7.40,-7.40
424.32,-11.91,-4.51,-11.91,-4.51,4.51,4.40,3.54,-7.40,-7.40,-7.40
428.56,-11.75,-4.35,-11.75,-4.35,4.35,4.30,3.52,-7.40,-7.40,-7.40
432.85,-11.59,-4.19,-11.59,-4.19,4.19,4.19,3.50,-7.40,-7.40,-7.40
437.18,-11.43,-4.03,-11.43,-4.03,4.02,4.07,3.47,-7.40,-7.40,-7.40
441.55,-11.27,-3.86,-11.27,-3.86,3.86,3.95,3.45,-7.40,-7.40,-7.40
445.96,-11.11,-3.70,-11.11,-3.70,3.70,3.83,3.42,-7.40,-7.40,-7.40
450.42,-10.95,-3.54,-10.94,-3.54,3.54,3.70,3.39,-7.40,-7.40,-7.40
454.93,-10.79,-3.38,-10.79,-3.38,3.38,3.57,3.36,-7.40,-7.40,-7.40
459.48,-10.63,-3.22,-10.63,-3.22,3.22,3.43,3.33,-7.40,-7.40,-7.40
464.07,-10.48,-3.07,-10.47,-3.07,3.07,3.28,3.29,-7.41,-7.40,-7.40
468.71,-10.32,-2.91,-10.32,-2.92,2.92,3.12,3.25,-7.40,-7.41,-7.41
473.40,-10.18,-2.77,-10.17,-2.77,2.77,2.96,3.20,-7.41,-7.40,-7.41
478.13,-10.04,-2.63,-10.02,-2.62,2.63,2.80,3.15,-7.41,-7.40,-7.41
482.91,-9.88,-2.47,-9.89,-2.48,2.49,2.62,3.10,-7.39,-7.40,-7.41
487.74,-9.76,-2.35,-9.76,-2.35,2.36,2.45,3.04,-7.40,-7.40,-7.41
492.62,-9.65,-2.24,-9.64,-2.23,2.23,2.27,2.97,-7.42,-7.41,-7.41
497.55,-9.52,-2.11,-9.51,-2.11,2.10,2.10,2.90,-7.42,-7.41,-7.41
502.52,-9.39,-1.98,-9.39,-1.98,1.98,1.93,2.82,-7.41,-7.41,-7.41
507.55,-9.26,-1.85,-9.26,-1.85,1.85,1.78,2.74,-7.40,-7.41,-7.41
512.62,-9.14,-1.73,-9.14,-1.73,1.73,1.63,2.66,-7.41,-7.42,-7.41
517.75,-9.04,-1.63,-9.02,-1.61,1.61,1.50,2.56,-7.43,-7.42,-7.41
522.93,-8.91,-1.49,-8.90,-1.49,1.49,1.39,2.46,-7.42,-7.41,-7.41
528.16,-8.77,-1.35,-8.77,-1.36,1.37,1.29,2.36,-7.40,-7.40,-7.41
533.44,-8.64,-1.22,-8.64,-1.23,1.25,1.19,2.25,-7.39,-7.40,-7.41
538.77,-8.53,-1.11,-8.53,-1.12,1.13,1.10,2.14,-7.40,-7.40,-7.41
544.16,-8.43,-1.01,-8.42,-1.01,1.01,1.01,2.02,-7.42,-7.41,-7.41
549.60,-8.32,-0.90,-8.31,-0.90,0.89,0.92,1.89,-7.43,-7.43,-7.41
555.10,-8.20,-0.78,-8.19,-0.78,0.77,0.82,1.76,-7.43,-7.42,-7.41
560.65,-8.07,-0.65,-8.06,-0.65,0.65,0.71,1.63,-7.42,-7.41,-7.41
566.25,-7.93,-0.51,-7.94,-0.52,0.53,0.60,1.50,-7.40,-7.41,-7.41
571.92,-7.81,-0.39,-7.81,-0.40,0.40,0.49,1.36,-7.41,-7.41,-7.41
577.64,-7.71,-0.29,-7.68,-0.27,0.27,0.37,1.21,-7.43,-7.41,-7.41
583.41,-7.56,-0.14,-7.56,-0.14,0.14,0.24,1.07,-7.41,-7.42,-7.41
589.25,-7.41,0.01,-7.42,-0.01,0.01,0.11,0.92,-7.39,-7.41,-7.41
595.14,-7.30,0.12,-7.29,0.13,-0.12,-0.02,0.77,-7.41,-7.40,-7.41
601.09,-7.17,0.25,-7.16,0.26,-0.25,-0.16,0.62,-7.41,-7.41,-7.41
607.10,-7.02,0.40,-7.03,0.38,-0.38,-0.30,0.46,-7.40,-7.42,-7.41
613.17,-6.91,0.51,-6.90,0.52,-0.52,-0.44,0.30,-7.43,-7.42,-7.42
619.30,-6.77,0.65,-6.76,0.65,-0.66,-0.59,0.14,-7.43,-7.42,-7.42
625.50,-6.62,0.80,-6.62,0.80,-0.81,-0.74,-0.02,-7.42,-7.43,-7.42
631.75,-6.47,0.95,-6.46,0.95,-0.96,-0.89,-0.18,-7.42,-7.42,-7.42
638.07,-6.31,1.11,-6.31,1.11,-1.11,-1.04,-0.34,-7.42,-7.42,-7.42
644.45,-6.15,1.27,-6.15,1.27,-1.27,-1.20,-0.51,-7.41,-7.41,-7.42
650.89,-5.99,1.43,-5.98,1.43,-1.43,-1.35,-0.68,-7.41,-7.41,-7.42
657.40,-5.83,1.59,-5.82,1.59,-1.58,-1.51,-0.85,-7.41,-7.40,-7.42
663.98,-5.67,1.75,-5.67,1.75,-1.74,-1.66,-1.02,-7.40,-7.41,-7.42
670.62,-5.52,1.90,-5.52,1.89,-1.89,-1.82,-1.19,-7.41,-7.41,-7.42
677.32,-5.39,2.03,-5.38,2.04,-2.04,-1.98,-1.36,-7.43,-7.42,-7.42
684.10,-5.24,2.18,-5.23,2.18,-2.19,-2.14,-1.53,-7.42,-7.42,-7.42
690.94,-5.09,2.33,-5.08,2.33,-2.34,-2.30,-1.71,-7.42,-7.42,-7.42
697.85,-4.93,2.49,-4.93,2.49,-2.49,-2.46,-1.89,-7.41,-7.42,-7.42
704.83,-4.78,2.64,-4.78,2.63,-2.64,-2.62,-2.07,-7.41,-7.42,-7.42
711.87,-4.65,2.77,-4.64,2.78,-2.79,-2.77,-2.25,-7.43,-7.42,-7.42
718.99,-4.49,2.93,-4.48,2.93,-2.94,-2.93,-2.43,-7.42,-7.42,-7.42
726.18,-4.33,3.09,-4.33,3.09,-3.09,-3.09,-2.61,-7.42,-7.42,-7.42
733.44,-4.17,3.25,-4.17,3.25,-3.24,-3.25,-2.79,-7.41,-7.41,-7.42
740.78,-4.02,3.40,-4.02,3.40,-3.39,-3.40,-2.98,-7.41,-7.41,-7.42
748.19,-3.88,3.54,-3.87,3.54,-3.54,-3.56,-3.17,-7.42,-7.41,-7.42
755.67,-3.74,3.68,-3.73,3.69,-3.69,-3.71,-3.36,-7.42,-7.41,-7.42
763.23,-3.58,3.84,-3.58,3.83,-3.83,-3.86,-3.55,-7.41,-7.42,-7.42
770.86,-3.44,3.98,-3.44,3.98,-3.98,-4.01,-3.74,-7.41,-7.42,-7.42
778.57,-3.31,4.11,-3.30,4.12,-4.12,-4.16,-3.93,-7.43,-7.42,-7.42
786.35,-3.16,4.26,-3.16,4.26,-4.27,-4.31,-4.13,-7.42,-7.43,-7.42
794.22,-3.02,4.40,-3.02,4.40,-4.41,-4.46,-4.32,-7.43,-7.43,-7.42
802.16,-2.87,4.55,-2.86,4.56,-4.56,-4.60,-4.52,-7.42,-7.42,-7.42
810.18,-2.72,4.70,-2.71,4.71,-4.70,-4.74,-4.72,-7.41,-7.41,-7.42
818.28,-2.56,4.86,-2.57,4.85,-4.84,-4.89,-4.91,-7.39,-7.41,-7.42
826.46,-2.44,4.98,-2.44,4.98,-4.98,-5.02,-5.11,-7.41,-7.41,-7.42
834.73,-2.32,5.10,-2.30,5.12,-5.12,-5.16,-5.31,-7.43,-7.42,-7.42
843.08,-2.17,5.25,-2.17,5.25,-5.26,-5.30,-5.50,-7.42,-7.42,-7.42
851.51,-2.03,5.39,-2.03,5.39,-5.39,-5.43,-5.69,-7.42,-7.43,-7.42
860.02,-1.90,5.52,-1.90,5.52,-5.53,-5.56,-5.88,-7.43,-7.43,-7.42
868.62,-1.77,5.65,-1.76,5.66,-5.67,-5.69,-6.07,-7.43,-7.42,-7.42
877.31,-1.62,5.80,-1.61,5.81,-5.80,-5.82,-6.26,-7.42,-7.42,-7.42
886.08,-1.46,5.96,-1.47,5.95,-5.94,-5.94,-6.44,-7.40,-7.41,-7.42
894.94,-1.34,6.08,-1.34,6.08,-6.07,-6.07,-6.61,-7.41,-7.41,-7.42
903.89,-1.23,6.19,-1.21,6.21,-6.21,-6.19,-6.78,-7.43,-7.41,-7.42
912.93,-1.08,6.34,-1.08,6.34,-6.34,-6.32,-6.95,-7.41,-7.42,-7.42
922.06,-0.95,6.47,-0.95,6.46,-6.47,-6.44,-7.10,-7.41,-7.42,-7.42
931.28,-0.84,6.58,-0.83,6.59,-6.59,-6.56,-7.25,-7.43,-7.43,-7.42
940.59,-0.72,6.70,-0.71,6.71,-6.72,-6.68,-7.39,-7.43,-7.43,-7.42
950.00,-0.60,6.82,-0.59,6.83,-6.84,-6.80,-7.51,-7.44,-7.43,-7.42
959.50,-0.45,6.97,-0.45,6.96,-6.96,-6.92,-7.63,-7.40,-7.41,-7.42
969.09,-0.33,7.09,-0.33,7.09,-7.07,-7.04,-7.74,-7.40,-7.40,-7.42
978.78,-0.22,7.20,-0.21,7.20,-7.19,-7.16,-7.83,-7.40,-7.40,-7.42
988.57,-0.12,7.30,-0.11,7.30,-7.30,-7.28,-7.91,-7.42,-7.42,-7.42
998.46,-0.02,7.40,-0.02,7.40,-7.42,-7.39,-7.98,-7.43,-7.43,-7.42
1008.44,0.08,7.50,0.09,7.51,-7.53,-7.51,-8.03,-7.44,-7.44,-7.42
1018.53,0.19,7.61,0.19,7.61,-7.64,-7.62,-8.07,-7.44,-7.44,-7.42
1028.71,0.30,7.72,0.30,7.72,-7.74,-7.72,-8.10,-7.44,-7.44,-7.42
1039.00,0.41,7.83,0.42,7.84,-7.84,-7.82,-8.12,-7.42,-7.42,-7.42
1049.39,0.51,7.93,0.52,7.94,-7.92,-7.91,-8.13,-7.40,-7.39,-7.42
1059.88,0.62,8.04,0.61,8.03,-7.99,-7.98,-8.12,-7.36,-7.38,-7.42
1070.48,0.66,8.08,0.66,8.07,-8.04,-8.04,-8.11,-7.38,-7.39,-7.42
1081.19,0.66,8.08,0.67,8.09,-8.08,-8.09,-8.09,-7.42,-7.41,-7.42
1092.00,0.66,8.08,0.67,8.09,-8.10,-8.12,-8.06,-7.44,-7.43,-7.42
1102.92,0.66,8.08,0.67,8.09,-8.10,-8.13,-8.02,-7.44,-7.44,-7.42
1113.95,0.66,8.08,0.66,8.08,-8.09,-8.12,-7.98,-7.43,-7.43,-7.42
1125.09,0.65,8.07,0.65,8.07,-8.07,-8.11,-7.93,-7.41,-7.42,-7.42
1136.34,0.62,8.04,0.63,8.05,-8.04,-8.07,-7.87,-7.41,-7.41,-7.42
1147.70,0.59,8.01,0.59,8.01,-8.00,-8.03,-7.82,-7.41,-7.41,-7.42
1159.18,0.54,7.96,0.54,7.96,-7.96,-7.98,-7.76,-7.42,-7.42,-7.42
1170.77,0.48,7.90,0.49,7.91,-7.92,-7.92,-7.70,-7.43,-7.42,-7.42
1182.48,0.44,7.86,0.44,7.86,-7.87,-7.86,-7.64,-7.43,-7.43,-7.42
1194.30,0.39,7.81,0.39,7.81,-7.82,-7.80,-7.58,-7.43,-7.43,-7.42
1206.25,0.34,7.76,0.35,7.77,-7.77,-7.74,-7.52,-7.42,-7.42,-7.42
1218.31,0.30,7.72,0.30,7.72,-7.72,-7.68,-7.47,-7.41,-7.42,-7.42
1230.49,0.25,7.67,0.25,7.67,-7.67,-7.63,-7.41,-7.41,-7.41,-7.42
1242.80,0.20,7.62,0.21,7.62,-7.62,-7.58,-7.36,-7.41,-7.41,-7.42
1255.22,0.15,7.57,0.15,7.57,-7.57,-7.53,-7.31,-7.42,-7.42,-7.42
1267.78,0.10,7.52,0.10,7.52,-7.52,-7.49,-7.26,-7.42,-7.42,-7.42
1280.45,0.05,7.47,0.06,7.48,-7.48,-7.45,-7.22,-7.42,-7.42,-7.42
1293.26,0.01,7.43,0.01,7.43,-7.43,-7.42,-7.18,-7.42,-7.42,-7.42
1306.19,-0.03,7.39,-0.02,7.39,-7.40,-7.39,-7.15,-7.42,-7.42,-7.42
1319.25,-0.06,7.36,-0.06,7.36,-7.37,-7.36,-7.12,-7.42,-7.43,-7.42
1332.45,-0.09,7.33,-0.08,7.33,-7.34,-7.34,-7.09,-7.43,-7.43,-7.42
1345.77,-0.11,7.31,-0.10,7.32,-7.33,-7.33,-7.07,-7.43,-7.43,-7.42
1359.23,-0.11,7.31,-0.11,7.31,-7.32,-7.32,-7.06,-7.42,-7.42,-7.42
1372.82,-0.11,7.31,-0.11,7.31,-7.31,-7.31,-7.05,-7.42,-7.42,-7.42
1386.55,-0.11,7.31,-0.11,7.31,-7.31,-7.31,-7.04,-7.41,-7.41,-7.42
1400.41,-0.11,7.31,-0.11,7.31,-7.31,-7.31,-7.04,-7.41,-7.41,-7.42
1414.42,-0.11,7.31,-0.11,7.31,-7.31,-7.31,-7.05,-7.41,-7.41,-7.42
1428.56,-0.11,7.31,-0.11,7.31,-7.31,-7.32,-7.06,-7.41,-7.41,-7.42
1442.85,-0.11,7.31,-0.11,7.31,-7.31,-7.33,-7.07,-7.41,-7.41,-7.42
1457.28,-0.11,7.31,-0.11,7.31,-7.31,-7.34,-7.09,-7.41,-7.41,-7.42
1471.85,-0.11,7.31,-0.11,7.31,-7.31,-7.36,-7.12,-7.42,-7.42,-7.42
1486.57,-0.11,7.31,-0.11,7.31,-7.32,-7.38,-7.15,-7.42,-7.43,-7.42
1501.43,-0.11,7.31,-0.10,7.32,-7.33,-7.40,-7.19,-7.44,-7.43,-7.42
1516.45,-0.09,7.33,-0.08,7.34,-7.34,-7.42,-7.23,-7.43,-7.43,-7.42
1531.61,-0.06,7.36,-0.06,7.36,-7.36,-7.45,-7.27,-7.42,-7.42,-7.42
1546.93,-0.02,7.40,-0.02,7.40,-7.39,-7.48,-7.33,-7.40,-7.41,-7.42
1562.40,0.00,7.42,0.01,7.42,-7.42,-7.51,-7.38,-7.41,-7.41,-7.42
1578.02,0.03,7.45,0.03,7.45,-7.45,-7.54,-7.44,-7.42,-7.42,-7.42
1593.80,0.06,7.48,0.07,7.49,-7.49,-7.57,-7.50,-7.43,-7.42,-7.42
1609.74,0.11,7.53,0.11,7.53,-7.54,-7.61,-7.57,-7.42,-7.42,-7.42
1625.84,0.16,7.58,0.16,7.58,-7.58,-7.64,-7.64,-7.42,-7.42,-7.42
1642.10,0.21,7.63,0.21,7.63,-7.63,-7.68,-7.72,-7.42,-7.42,-7.42
1658.52,0.26,7.68,0.26,7.68,-7.69,-7.72,-7.79,-7.42,-7.42,-7.42
1675.10,0.31,7.73,0.32,7.74,-7.75,-7.76,-7.87,-7.43,-7.43,-7.42
1691.85,0.38,7.80,0.38,7.80,-7.81,-7.80,-7.95,-7.42,-7.42,-7.42
1708.77,0.44,7.86,0.45,7.87,-7.86,-7.83,-8.03,-7.42,-7.42,-7.42
1725.86,0.51,7.93,0.51,7.93,-7.92,-7.87,-8.12,-7.40,-7.41,-7.42
1743.12,0.56,7.98,0.56,7.98,-7.97,-7.91,-8.20,-7.41,-7.41,-7.42
1760.55,0.60,8.02,0.61,8.03,-8.02,-7.95,-8.28,-7.41,-7.41,-7.42
1778.15,0.64,8.06,0.64,8.06,-8.06,-7.98,-8.36,-7.41,-7.42,-7.42
1795.94,0.67,8.09,0.67,8.09,-8.09,-8.02,-8.44,-7.42,-7.42,-7.42
1813.90,0.69,8.11,0.70,8.12,-8.12,-8.05,-8.52,-7.43,-7.42,-7.42
1832.03,0.72,8.14,0.73,8.14,-8.15,-8.08,-8.59,-7.43,-7.43,-7.42
1850.36,0.75,8.17,0.75,8.17,-8.17,-8.11,-8.66,-7.42,-7.42,-7.42
1868.86,0.77,8.19,0.78,8.20,-8.20,-8.14,-8.72,-7.42,-7.42,-7.42
1887.55,0.79,8.21,0.79,8.21,-8.21,-8.16,-8.78,-7.42,-7.42,-7.42
1906.42,0.81,8.23,0.81,8.23,-8.23,-8.19,-8.83,-7.42,-7.42,-7.42
1925.49,0.82,8.24,0.83,8.25,-8.24,-8.21,-8.88,-7.42,-7.41,-7.42
1944.74,0.84,8.26,0.84,8.26,-8.25,-8.23,-8.91,-7.41,-7.41,-7.42
1964.19,0.84,8.26,0.84,8.26,-8.26,-8.25,-8.94,-7.42,-7.42,-7.42
1983.83,0.84,8.26,0.85,8.26,-8.27,-8.26,-8.97,-7.42,-7.42,-7.42
2003.67,0.84,8.26,0.84,8.26,-8.27,-8.28,-8.98,-7.43,-7.43,-7.42
2023.71,0.84,8.26,0.85,8.27,-8.27,-8.29,-8.99,-7.43,-7.43,-7.42
2043.94,0.85,8.27,0.85,8.27,-8.28,-8.31,-8.98,-7.42,-7.42,-7.42
2064.38,0.86,8.28,0.86,8.28,-8.28,-8.32,-8.97,-7.42,-7.42,-7.42
2085.03,0.87,8.29,0.87,8.29,-8.29,-8.33,-8.96,-7.41,-7.42,-7.42
2105.88,0.87,8.29,0.88,8.30,-8.30,-8.35,-8.93,-7.42,-7.42,-7.42
2126.94,0.88,8.30,0.89,8.31,-8.30,-8.36,-8.90,-7.42,-7.42,-7.42
2148.20,0.89,8.31,0.89,8.31,-8.31,-8.37,-8.87,-7.42,-7.42,-7.42
2169.69,0.90,8.32,0.90,8.32,-8.32,-8.38,-8.82,-7.41,-7.42,-7.42
2191.38,0.90,8.32,0.91,8.33,-8.32,-8.39,-8.78,-7.42,-7.42,-7.42
2213.30,0.91,8.33,0.92,8.33,-8.33,-8.41,-8.73,-7.42,-7.42,-7.42
2235.43,0.92,8.34,0.92,8.34,-8.34,-8.42,-8.67,-7.41,-7.42,-7.42
2257.78,0.92,8.34,0.92,8.34,-8.35,-8.44,-8.61,-7.42,-7.42,-7.42
2280.36,0.92,8.34,0.93,8.35,-8.35,-8.45,-8.56,-7.43,-7.42,-7.42
2303.17,0.94,8.36,0.94,8.36,-8.36,-8.46,-8.50,-7.42,-7.42,-7.42
2326.20,0.96,8.38,0.96,8.38,-8.38,-8.48,-8.44,-7.41,-7.42,-7.42
2349.46,0.97,8.39,0.98,8.40,-8.39,-8.50,-8.38,-7.42,-7.42,-7.42
2372.95,0.99,8.41,0.99,8.41,-8.41,-8.51,-8.32,-7.42,-7.42,-7.42
2396.68,1.01,8.43,1.02,8.44,-8.44,-8.53,-8.26,-7.43,-7.42,-7.42
2420.65,1.04,8.46,1.05,8.47,-8.47,-8.55,-8.21,-7.43,-7.42,-7.42
2444.86,1.08,8.50,1.08,8.50,-8.50,-8.57,-8.16,-7.42,-7.42,-7.42
2469.31,1.12,8.54,1.12,8.54,-8.54,-8.59,-8.11,-7.42,-7.42,-7.42
2494.00,1.16,8.58,1.17,8.59,-8.59,-8.61,-8.06,-7.42,-7.42,-7.42
2518.94,1.21,8.63,1.21,8.63,-8.64,-8.63,-8.02,-7.42,-7.42,-7.42
2544.13,1.26,8.68,1.26,8.68,-8.69,-8.65,-7.98,-7.42,-7.42,-7.42
2569.57,1.31,8.73,1.32,8.74,-8.74,-8.67,-7.94,-7.42,-7.42,-7.42
2595.27,1.37,8.79,1.37,8.79,-8.79,-8.70,-7.92,-7.41,-7.41,-7.42
2621.22,1.42,8.84,1.42,8.84,-8.83,-8.72,-7.89,-7.41,-7.41,-7.42
2647.43,1.46,8.88,1.47,8.89,-8.88,-8.74,-7.87,-7.41,-7.41,-7.42
2673.90,1.50,8.92,1.50,8.92,-8.92,-8.77,-7.86,-7.41,-7.42,-7.42
2700.64,1.53,8.95,1.53,8.95,-8.96,-8.79,-7.85,-7.42,-7.42,-7.42
2727.65,1.56,8.98,1.57,8.99,-8.99,-8.82,-7.84,-7.42,-7.42,-7.42
2754.93,1.59,9.01,1.59,9.01,-9.02,-8.85,-7.85,-7.42,-7.42,-7.42
2782.48,1.62,9.04,1.62,9.04,-9.04,-8.87,-7.85,-7.42,-7.42,-7.42
2810.30,1.64,9.06,1.65,9.07,-9.06,-8.90,-7.87,-7.42,-7.41,-7.42
2838.40,1.66,9.08,1.67,9.09,-9.08,-8.92,-7.88,-7.41,-7.41,-7.42
2866.79,1.68,9.10,1.68,9.10,-9.10,-8.95,-7.91,-7.41,-7.42,-7.42
2895.46,1.69,9.11,1.69,9.11,-9.11,-8.98,-7.94,-7.42,-7.42,-7.42
2924.41,1.69,9.11,1.70,9.12,-9.13,-9.01,-7.97,-7.43,-7.43,-7.42
2953.65,1.71,9.13,1.71,9.13,-9.14,-9.04,-8.02,-7.43,-7.43,-7.42
2983.19,1.73,9.15,1.73,9.15,-9.16,-9.06,-8.06,-7.42,-7.42,-7.42
3013.02,1.75,9.17,1.75,9.17,-9.17,-9.09,-8.12,-7.42,-7.42,-7.42
3043.15,1.77,9.19,1.77,9.19,-9.18,-9.12,-8.17,-7.41,-7.41,-7.42
3073.58,1.78,9.20,1.78,9.20,-9.20,-9.15,-8.24,-7.41,-7.41,-7.42
3104.32,1.79,9.21,1.80,9.22,-9.21,-9.18,-8.31,-7.42,-7.42,-7.42
3135.36,1.80,9.22,1.81,9.23,-9.23,-9.21,-8.38,-7.42,-7.42,-7.42
3166.72,1.82,9.24,1.82,9.24,-9.24,-9.24,-8.46,-7.42,-7.42,-7.42
3198.38,1.83,9.25,1.84,9.25,-9.26,-9.27,-8.54,-7.42,-7.42,-7.42
3230.37,1.85,9.27,1.85,9.27,-9.27,-9.30,-8.63,-7.42,-7.42,-7.42
3262.67,1.86,9.28,1.87,9.29,-9.29,-9.33,-8.72,-7.42,-7.42,-7.42
3295.30,1.89,9.31,1.89,9.31,-9.31,-9.36,-8.81,-7.41,-7.42,-7.42
3328.25,1.91,9.33,1.91,9.33,-9.33,-9.40,-8.91,-7.42,-7.42,-7.42
3361.53,1.93,9.35,1.93,9.35,-9.36,-9.43,-9.01,-7.42,-7.42,-7.42
3395.15,1.95,9.37,1.96,9.38,-9.38,-9.46,-9.12,-7.43,-7.42,-7.42
3429.10,1.99,9.41,1.99,9.41,-9.41,-9.49,-9.22,-7.42,-7.42,-7.42
3463.39,2.03,9.45,2.03,9.45,-9.45,-9.52,-9.33,-7.41,-7.42,-7.42
3498.03,2.06,9.48,2.07,9.48,-9.48,-9.56,-9.44,-7.42,-7.42,-7.42
3533.01,2.10,9.52,2.10,9.52,-9.52,-9.59,-9.55,-7.42,-7.42,-7.42
3568.34,2.13,9.55,2.14,9.56,-9.56,-9.62,-9.65,-7.43,-7.42,-7.42
3604.02,2.19,9.61,2.19,9.61,-9.61,-9.66,-9.76,-7.41,-7.42,-7.42
3640.06,2.23,9.65,2.23,9.65,-9.65,-9.69,-9.86,-7.42,-7.42,-7.42
3676.46,2.27,9.69,2.28,9.70,-9.70,-9.72,-9.96,-7.43,-7.42,-7.42
3713.22,2.32,9.74,2.33,9.75,-9.75,-9.76,-10.06,-7.43,-7.42,-7.42
3750.36,2.38,9.80,2.38,9.80,-9.80,-9.79,-10.15,-7.42,-7.42,-7.42
3787.86,2.43,9.85,2.43,9.85,-9.85,-9.83,-10.24,-7.42,-7.42,-7.42
3825.74,2.48,9.90,2.48,9.90,-9.90,-9.86,-10.32,-7.41,-7.41,-7.42
3864.00,2.52,9.94,2.52,9.94,-9.94,-9.90,-10.39,-7.42,-7.42,-7.42
3902.64,2.56,9.98,2.57,9.99,-9.98,-9.93,-10.46,-7.41,-7.41,-7.42
3941.66,2.60,10.02,2.60,10.02,-10.01,-9.97,-10.52,-7.41,-7.41,-7.42
3981.08,2.64,10.06,2.64,10.06,-10.05,-10.00,-10.57,-7.40,-7.41,-7.42
4020.89,2.66,10.08,2.67,10.09,-10.08,-10.04,-10.62,-7.42,-7.41,-7.42
4061.10,2.69,10.11,2.69,10.11,-10.12,-10.08,-10.66,-7.42,-7.42,-7.42
4101.71,2.71,10.13,2.72,10.14,-10.15,-10.11,-10.69,-7.44,-7.44,-7.42
4142.73,2.75,10.17,2.76,10.18,-10.20,-10.15,-10.71,-7.44,-7.44,-7.42
4184.15,2.81,10.23,2.81,10.23,-10.24,-10.19,-10.72,-7.43,-7.43,-7.42
4226.00,2.88,10.30,2.88,10.30,-10.30,-10.23,-10.73,-7.41,-7.42,-7.42
4268.26,2.94,10.36,2.94,10.36,-10.36,-10.27,-10.74,-7.41,-7.41,-7.42
4310.94,3.00,10.42,3.01,10.43,-10.42,-10.31,-10.74,-7.42,-7.42,-7.42
4354.05,3.07,10.49,3.07,10.49,-10.49,-10.35,-10.73,-7.42,-7.42,-7.42
4397.59,3.14,10.56,3.14,10.56,-10.57,-10.39,-10.72,-7.42,-7.42,-7.42
