frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
293.63,-0.32,1.43,-0.32,1.42,-1.43,-1.80,-1.35,-1.75,-1.75,-1.75
296.57,-0.23,1.49,-0.23,1.49,-1.50,-1.84,-1.39,-1.73,-1.72,-1.72
299.53,-0.12,1.57,-0.12,1.57,-1.57,-1.89,-1.43,-1.69,-1.69,-1.69
302.53,-0.01,1.66,-0.01,1.65,-1.65,-1.93,-1.46,-1.66,-1.66,-1.67
305.55,0.11,1.73,0.11,1.74,-1.73,-1.97,-1.51,-1.62,-1.62,-1.62
308.61,0.23,1.83,0.23,1.82,-1.82,-2.02,-1.55,-1.59,-1.59,-1.60
311.69,0.35,1.91,0.35,1.91,-1.90,-2.07,-1.59,-1.55,-1.55,-1.56
314.81,0.47,1.99,0.47,1.99,-1.99,-2.11,-1.64,-1.52,-1.52,-1.52
317.96,0.59,2.08,0.59,2.08,-2.08,-2.16,-1.69,-1.49,-1.49,-1.49
321.14,0.71,2.18,0.71,2.17,-2.18,-2.22,-1.74,-1.47,-1.47,-1.46
324.35,0.83,2.27,0.83,2.27,-2.28,-2.27,-1.79,-1.45,-1.44,-1.44
327.59,0.96,2.36,0.96,2.37,-2.38,-2.33,-1.84,-1.42,-1.41,-1.40
330.87,1.10,2.48,1.10,2.48,-2.48,-2.39,-1.89,-1.38,-1.38,-1.38
334.18,1.24,2.59,1.24,2.59,-2.59,-2.45,-1.95,-1.35,-1.35,-1.35
337.52,1.38,2.70,1.38,2.70,-2.69,-2.52,-2.00,-1.31,-1.31,-1.32
340.90,1.51,2.80,1.51,2.80,-2.80,-2.59,-2.06,-1.29,-1.29,-1.29
344.30,1.64,2.90,1.64,2.90,-2.90,-2.66,-2.12,-1.26,-1.26,-1.26
347.75,1.77,3.00,1.77,3.00,-3.00,-2.73,-2.19,-1.23,-1.23,-1.23
351.23,1.89,3.09,1.89,3.10,-3.10,-2.81,-2.25,-1.21,-1.20,-1.20
354.74,2.01,3.19,2.01,3.19,-3.19,-2.89,-2.32,-1.18,-1.18,-1.18
358.28,2.12,3.27,2.12,3.27,-3.27,-2.97,-2.39,-1.15,-1.15,-1.15
361.87,2.23,3.35,2.23,3.35,-3.35,-3.05,-2.46,-1.12,-1.12,-1.12
365.49,2.33,3.42,2.33,3.42,-3.42,-3.14,-2.53,-1.09,-1.09,-1.09
369.14,2.42,3.49,2.42,3.49,-3.48,-3.23,-2.60,-1.06,-1.06,-1.07
372.83,2.50,3.54,2.50,3.55,-3.54,-3.32,-2.68,-1.04,-1.04,-1.04
376.56,2.57,3.60,2.57,3.59,-3.59,-3.40,-2.75,-1.02,-1.02,-1.02
380.33,2.64,3.63,2.64,3.63,-3.63,-3.49,-2.83,-0.99,-0.99,-0.99
384.13,2.70,3.67,2.70,3.67,-3.67,-3.58,-2.91,-0.97,-0.97,-0.97
387.97,2.76,3.71,2.76,3.70,-3.71,-3.66,-2.99,-0.95,-0.95,-0.95
391.85,2.81,3.74,2.81,3.74,-3.74,-3.73,-3.07,-0.93,-0.92,-0.92
395.77,2.87,3.77,2.87,3.76,-3.77,-3.80,-3.15,-0.89,-0.90,-0.89
399.73,2.91,3.78,2.91,3.79,-3.79,-3.87,-3.24,-0.88,-0.88,-0.87
403.72,2.96,3.81,2.96,3.81,-3.81,-3.92,-3.32,-0.85,-0.85,-0.85
407.76,3.00,3.83,3.00,3.83,-3.83,-3.96,-3.40,-0.83,-0.83,-0.83
411.84,3.04,3.84,3.04,3.85,-3.84,-4.00,-3.49,-0.80,-0.80,-0.80
415.96,3.08,3.86,3.08,3.85,-3.85,-4.02,-3.57,-0.77,-0.77,-0.78
420.12,3.10,3.86,3.10,3.86,-3.85,-4.03,-3.65,-0.75,-0.75,-0.76
424.32,3.12,3.85,3.12,3.85,-3.85,-4.03,-3.73,-0.73,-0.73,-0.73
428.56,3.13,3.84,3.13,3.84,-3.84,-4.02,-3.81,-0.71,-0.71,-0.71
432.85,3.14,3.83,3.14,3.83,-3.83,-4.00,-3.89,-0.69,-0.69,-0.69
437.18,3.15,3.81,3.15,3.81,-3.81,-3.98,-3.96,-0.66,-0.66,-0.66
441.55,3.16,3.79,3.16,3.79,-3.80,-3.94,-4.03,-0.64,-0.64,-0.63
445.96,3.17,3.78,3.17,3.78,-3.78,-3.90,-4.10,-0.61,-0.61,-0.61
450.42,3.18,3.76,3.18,3.76,-3.77,-3.85,-4.17,-0.59,-0.58,-0.58
454.93,3.20,3.75,3.20,3.75,-3.76,-3.80,-4.22,-0.55,-0.55,-0.55
459.48,3.22,3.74,3.22,3.74,-3.74,-3.74,-4.28,-0.52,-0.52,-0.52
464.07,3.24,3.73,3.24,3.73,-3.73,-3.69,-4.32,-0.49,-0.49,-0.49
468.71,3.26,3.71,3.26,3.72,-3.71,-3.63,-4.36,-0.45,-0.45,-0.45
473.40,3.28,3.71,3.28,3.70,-3.70,-3.58,-4.40,-0.41,-0.42,-0.43
478.13,3.29,3.68,3.29,3.68,-3.67,-3.52,-4.42,-0.38,-0.39,-0.39
482.91,3.29,3.65,3.29,3.65,-3.65,-3.47,-4.44,-0.36,-0.36,-0.36
487.74,3.29,3.62,3.29,3.62,-3.62,-3.42,-4.45,-0.33,-0.33,-0.33
492.62,3.29,3.58,3.29,3.58,-3.58,-3.37,-4.45,-0.29,-0.30,-0.29
497.55,3.28,3.54,3.28,3.54,-3.55,-3.32,-4.45,-0.27,-0.26,-0.26
502.52,3.27,3.50,3.27,3.50,-3.50,-3.28,-4.43,-0.23,-0.23,-0.23
507.55,3.27,3.47,3.27,3.46,-3.46,-3.24,-4.41,-0.19,-0.19,-0.20
512.62,3.25,3.41,3.25,3.41,-3.41,-3.21,-4.37,-0.16,-0.16,-0.16
517.75,3.24,3.36,3.24,3.36,-3.36,-3.17,-4.33,-0.12,-0.12,-0.12
522.93,3.22,3.31,3.22,3.31,-3.31,-3.14,-4.28,-0.09,-0.09,-0.09
528.16,3.20,3.26,3.20,3.26,-3.25,-3.11,-4.22,-0.05,-0.05,-0.06
533.44,3.18,3.20,3.18,3.20,-3.20,-3.08,-4.15,-0.02,-0.02,-0.02
538.77,3.16,3.14,3.16,3.14,-3.14,-3.06,-4.08,0.02,0.02,0.02
544.16,3.14,3.08,3.14,3.08,-3.08,-3.03,-4.00,0.06,0.06,0.06
549.60,3.12,3.02,3.12,3.03,-3.03,-3.01,-3.91,0.09,0.09,0.10
555.10,3.10,2.97,3.10,2.97,-2.98,-2.98,-3.82,0.12,0.12,0.13
560.65,3.09,2.93,3.09,2.92,-2.93,-2.96,-3.72,0.16,0.16,0.17
566.25,3.08,2.88,3.08,2.88,-2.88,-2.94,-3.62,0.20,0.20,0.20
571.92,3.07,2.84,3.07,2.84,-2.83,-2.92,-3.51,0.24,0.24,0.23
577.64,3.06,2.80,3.06,2.79,-2.79,-2.89,-3.40,0.27,0.27,0.26
583.41,3.05,2.75,3.05,2.75,-2.74,-2.87,-3.29,0.31,0.31,0.30
589.25,3.04,2.70,3.04,2.70,-2.70,-2.84,-3.18,0.34,0.34,0.34
595.14,3.04,2.66,3.04,2.66,-2.66,-2.81,-3.06,0.38,0.38,0.38
601.09,3.03,2.62,3.03,2.62,-2.62,-2.78,-2.94,0.41,0.41,0.41
607.10,3.03,2.58,3.03,2.58,-2.59,-2.75,-2.81,0.44,0.44,0.45
613.17,3.04,2.55,3.04,2.55,-2.56,-2.72,-2.69,0.48,0.48,0.49
619.30,3.06,2.53,3.06,2.53,-2.53,-2.68,-2.57,0.53,0.52,0.53
625.50,3.07,2.50,3.07,2.51,-2.51,-2.64,-2.44,0.57,0.57,0.57
631.75,3.09,2.49,3.09,2.49,-2.48,-2.59,-2.32,0.61,0.61,0.60
638.07,3.10,2.46,3.10,2.46,-2.45,-2.55,-2.19,0.65,0.64,0.64
644.45,3.10,2.43,3.10,2.43,-2.43,-2.50,-2.07,0.67,0.67,0.67
650.89,3.09,2.39,3.10,2.39,-2.40,-2.45,-1.95,0.69,0.70,0.71
657.40,3.09,2.36,3.09,2.36,-2.37,-2.39,-1.82,0.73,0.73,0.73
663.98,3.09,2.32,3.09,2.32,-2.33,-2.33,-1.70,0.77,0.77,0.77
670.62,3.09,2.29,3.09,2.29,-2.28,-2.27,-1.57,0.81,0.81,0.80
677.32,3.07,2.24,3.07,2.24,-2.22,-2.20,-1.45,0.85,0.85,0.83
684.10,3.04,2.18,3.04,2.18,-2.16,-2.13,-1.33,0.88,0.88,0.86
690.94,3.00,2.10,3.00,2.11,-2.10,-2.06,-1.21,0.90,0.90,0.90
697.85,2.95,2.03,2.95,2.02,-2.03,-1.98,-1.09,0.92,0.92,0.92
704.83,2.89,1.94,2.90,1.94,-1.95,-1.91,-0.97,0.94,0.94,0.95
711.87,2.84,1.86,2.84,1.86,-1.87,-1.83,-0.85,0.97,0.97,0.98
718.99,2.79,1.78,2.79,1.78,-1.79,-1.74,-0.73,1.00,1.00,1.01
726.18,2.74,1.71,2.74,1.70,-1.70,-1.66,-0.61,1.04,1.04,1.03
733.44,2.68,1.62,2.68,1.62,-1.61,-1.57,-0.49,1.07,1.07,1.06
740.78,2.62,1.52,2.62,1.53,-1.52,-1.48,-0.37,1.10,1.10,1.10
748.19,2.55,1.43,2.55,1.43,-1.43,-1.39,-0.26,1.12,1.12,1.12
755.67,2.48,1.34,2.48,1.34,-1.34,-1.29,-0.14,1.14,1.14,1.14
763.23,2.41,1.24,2.41,1.24,-1.24,-1.20,-0.03,1.17,1.17,1.17
770.86,2.33,1.14,2.33,1.14,-1.14,-1.10,0.09,1.19,1.19,1.19
778.57,2.26,1.04,2.26,1.04,-1.04,-1.00,0.20,1.22,1.22,1.22
786.35,2.18,0.94,2.18,0.94,-0.94,-0.90,0.31,1.24,1.24,1.24
794.22,2.10,0.84,2.10,0.84,-0.84,-0.80,0.42,1.27,1.26,1.26
802.16,2.01,0.73,2.01,0.73,-0.73,-0.70,0.53,1.28,1.28,1.28
810.18,1.92,0.62,1.92,0.62,-0.62,-0.59,0.64,1.30,1.30,1.31
818.28,1.83,0.51,1.83,0.51,-0.51,-0.49,0.74,1.32,1.32,1.32
826.46,1.74,0.40,1.74,0.40,-0.40,-0.38,0.85,1.34,1.34,1.34
834.73,1.65,0.29,1.65,0.29,-0.29,-0.27,0.95,1.36,1.36,1.36
843.08,1.56,0.18,1.56,0.18,-0.18,-0.16,1.05,1.38,1.38,1.38
851.51,1.46,0.07,1.46,0.07,-0.07,-0.05,1.15,1.39,1.40,1.39
860.02,1.37,-0.04,1.37,-0.04,0.05,0.06,1.25,1.42,1.42,1.41
868.62,1.27,-0.16,1.27,-0.16,0.16,0.17,1.34,1.43,1.43,1.43
877.31,1.17,-0.28,1.17,-0.28,0.28,0.28,1.43,1.45,1.45,1.45
886.08,1.07,-0.40,1.07,-0.39,0.39,0.39,1.52,1.46,1.47,1.47
894.94,0.98,-0.51,0.98,-0.51,0.51,0.51,1.61,1.49,1.48,1.49
903.89,0.88,-0.62,0.88,-0.63,0.62,0.62,1.68,1.50,1.50,1.50
912.93,0.78,-0.74,0.78,-0.74,0.74,0.73,1.76,1.52,1.52,1.52
922.06,0.69,-0.85,0.69,-0.85,0.85,0.84,1.83,1.54,1.54,1.54
931.28,0.60,-0.95,0.60,-0.96,0.96,0.96,1.90,1.56,1.56,1.55
940.59,0.51,-1.06,0.51,-1.06,1.07,1.07,1.96,1.58,1.58,1.57
950.00,0.42,-1.17,0.42,-1.17,1.17,1.18,2.01,1.59,1.60,1.59
959.50,0.34,-1.27,0.34,-1.28,1.28,1.28,2.06,1.62,1.62,1.61
969.09,0.25,-1.39,0.25,-1.38,1.39,1.39,2.11,1.64,1.64,1.64
978.78,0.17,-1.49,0.17,-1.49,1.49,1.49,2.14,1.66,1.66,1.66
988.57,0.09,-1.59,0.09,-1.59,1.59,1.60,2.18,1.68,1.68,1.68
998.46,0.01,-1.70,0.01,-1.69,1.69,1.69,2.20,1.70,1.71,1.71
1008.44,-0.06,-1.79,-0.06,-1.79,1.79,1.79,2.22,1.73,1.73,1.73
1018.53,-0.12,-1.88,-0.12,-1.88,1.88,1.87,2.23,1.76,1.76,1.76
1028.71,-0.18,-1.97,-0.18,-1.97,1.97,1.96,2.24,1.79,1.79,1.79
1039.00,-0.23,-2.05,-0.23,-2.05,2.05,2.03,2.24,1.82,1.82,1.82
1049.39,-0.28,-2.12,-0.28,-2.12,2.13,2.11,2.24,1.85,1.85,1.84
1059.88,-0.32,-2.19,-0.32,-2.19,2.19,2.17,2.22,1.88,1.88,1.87
1070.48,-0.35,-2.26,-0.35,-2.26,2.26,2.23,2.21,1.91,1.91,1.91
1081.19,-0.37,-2.31,-0.37,-2.32,2.31,2.28,2.19,1.94,1.94,1.94
1092.00,-0.39,-2.37,-0.38,-2.36,2.36,2.33,2.16,1.97,1.97,1.98
1102.92,-0.38,-2.40,-0.38,-2.40,2.40,2.36,2.13,2.02,2.01,2.02
1113.95,-0.37,-2.42,-0.37,-2.43,2.43,2.40,2.10,2.06,2.06,2.05
1125.09,-0.35,-2.45,-0.35,-2.45,2.45,2.42,2.06,2.10,2.10,2.10
1136.34,-0.32,-2.46,-0.32,-2.47,2.46,2.45,2.02,2.15,2.15,2.14
1147.70,-0.28,-2.48,-0.28,-2.48,2.47,2.46,1.98,2.19,2.19,2.20
1159.18,-0.23,-2.47,-0.23,-2.48,2.47,2.47,1.93,2.24,2.24,2.25
1170.77,-0.18,-2.47,-0.17,-2.47,2.47,2.47,1.89,2.29,2.29,2.29
1182.48,-0.11,-2.45,-0.11,-2.45,2.46,2.47,1.84,2.35,2.34,2.34
1194.30,-0.04,-2.44,-0.04,-2.44,2.44,2.47,1.78,2.40,2.40,2.40
1206.25,0.03,-2.42,0.03,-2.42,2.42,2.46,1.73,2.45,2.46,2.45
1218.31,0.11,-2.41,0.11,-2.40,2.41,2.45,1.68,2.52,2.52,2.52
1230.49,0.19,-2.38,0.19,-2.39,2.39,2.44,1.62,2.58,2.57,2.57
1242.80,0.26,-2.37,0.27,-2.37,2.37,2.42,1.57,2.63,2.64,2.63
1255.22,0.34,-2.35,0.34,-2.35,2.35,2.41,1.51,2.69,2.69,2.69
1267.78,0.42,-2.33,0.42,-2.34,2.34,2.39,1.45,2.76,2.76,2.75
1280.45,0.49,-2.33,0.49,-2.33,2.33,2.38,1.40,2.82,2.82,2.82
1293.26,0.57,-2.32,0.57,-2.32,2.32,2.36,1.34,2.89,2.89,2.89
1306.19,0.65,-2.30,0.65,-2.31,2.31,2.35,1.29,2.96,2.96,2.96
1319.25,0.73,-2.30,0.73,-2.30,2.30,2.33,1.23,3.03,3.03,3.03
1332.45,0.81,-2.29,0.81,-2.29,2.29,2.32,1.17,3.10,3.10,3.10
1345.77,0.89,-2.28,0.89,-2.28,2.29,2.30,1.12,3.18,3.18,3.17
1359.23,0.97,-2.28,0.97,-2.28,2.28,2.29,1.07,3.25,3.25,3.25
1372.82,1.05,-2.28,1.05,-2.28,2.27,2.28,1.01,3.33,3.33,3.33
1386.55,1.13,-2.27,1.13,-2.27,2.27,2.27,0.96,3.40,3.40,3.40
1400.41,1.21,-2.27,1.21,-2.27,2.26,2.26,0.91,3.47,3.47,3.48
1414.42,1.29,-2.26,1.29,-2.26,2.26,2.25,0.85,3.55,3.55,3.55
1428.56,1.37,-2.26,1.37,-2.26,2.26,2.24,0.80,3.63,3.63,3.63
1442.85,1.45,-2.25,1.45,-2.25,2.26,2.23,0.75,3.71,3.71,3.70
1457.28,1.52,-2.26,1.53,-2.25,2.27,2.23,0.70,3.79,3.79,3.78
1471.85,1.60,-2.25,1.59,-2.25,2.27,2.22,0.65,3.87,3.87,3.85
1486.57,1.66,-2.26,1.66,-2.26,2.28,2.21,0.61,3.94,3.94,3.92
1501.43,1.72,-2.28,1.73,-2.28,2.28,2.20,0.56,4.00,4.00,4.00
1516.45,1.80,-2.29,1.80,-2.29,2.27,2.19,0.51,4.07,4.07,4.09
1531.61,1.89,-2.29,1.90,-2.28,2.25,2.18,0.46,4.14,4.14,4.18
1546.93,2.01,-2.26,2.01,-2.26,2.22,2.17,0.42,4.23,4.24,4.27
1562.40,2.15,-2.21,2.15,-2.21,2.19,2.16,0.38,4.34,4.34,4.36
1578.02,2.30,-2.15,2.30,-2.15,2.16,2.15,0.33,4.46,4.46,4.45
1593.80,2.45,-2.08,2.45,-2.09,2.12,2.13,0.29,4.57,4.56,4.53
1609.74,2.58,-2.05,2.58,-2.05,2.08,2.11,0.25,4.66,4.67,4.64
1625.84,2.71,-2.03,2.71,-2.02,2.05,2.09,0.21,4.76,4.76,4.74
1642.10,2.83,-2.01,2.83,-2.01,2.03,2.07,0.17,4.86,4.86,4.84
1658.52,2.94,-2.01,2.94,-2.01,2.01,2.04,0.13,4.95,4.95,4.95
1675.10,3.04,-2.01,3.05,-2.00,1.99,2.01,0.09,5.03,5.04,5.05
1691.85,3.16,-1.99,3.17,-1.99,1.97,1.97,0.06,5.13,5.14,5.15
1708.77,3.30,-1.96,3.30,-1.97,1.95,1.93,0.02,5.25,5.24,5.26
1725.86,3.45,-1.92,3.45,-1.92,1.91,1.89,-0.01,5.36,5.36,5.37
1743.12,3.61,-1.89,3.61,-1.88,1.87,1.85,-0.04,5.48,5.49,5.50
1760.55,3.79,-1.82,3.79,-1.82,1.82,1.80,-0.07,5.61,5.61,5.61
1778.15,3.96,-1.77,3.96,-1.76,1.77,1.74,-0.10,5.73,5.73,5.73
1795.94,4.14,-1.70,4.14,-1.70,1.71,1.68,-0.12,5.85,5.85,5.84
1813.90,4.32,-1.64,4.32,-1.64,1.65,1.62,-0.14,5.97,5.97,5.96
1832.03,4.50,-1.58,4.50,-1.58,1.59,1.56,-0.17,6.09,6.09,6.08
1850.36,4.68,-1.53,4.68,-1.53,1.52,1.48,-0.18,6.21,6.21,6.21
1868.86,4.87,-1.46,4.87,-1.46,1.46,1.41,-0.20,6.33,6.33,6.33
1887.55,5.06,-1.39,5.06,-1.39,1.39,1.33,-0.21,6.45,6.46,6.45
1906.42,5.26,-1.31,5.26,-1.32,1.32,1.25,-0.22,6.59,6.58,6.57
1925.49,5.46,-1.24,5.46,-1.24,1.25,1.17,-0.23,6.71,6.71,6.71
1944.74,5.67,-1.17,5.67,-1.16,1.16,1.08,-0.24,6.83,6.84,6.84
1964.19,5.89,-1.08,5.89,-1.08,1.07,0.99,-0.24,6.96,6.96,6.97
1983.83,6.11,-0.98,6.11,-0.98,0.96,0.90,-0.24,7.07,7.08,7.09
2003.67,6.34,-0.88,6.34,-0.87,0.85,0.81,-0.23,7.19,7.19,7.22
2023.71,6.58,-0.74,6.58,-0.74,0.73,0.71,-0.23,7.31,7.31,7.32
2043.94,6.83,-0.60,6.83,-0.60,0.60,0.61,-0.22,7.43,7.43,7.43
2064.38,7.08,-0.46,7.08,-0.46,0.46,0.51,-0.20,7.54,7.54,7.54
2085.03,7.33,-0.31,7.33,-0.31,0.33,0.41,-0.19,7.66,7.66,7.64
2105.88,7.57,-0.18,7.57,-0.18,0.20,0.30,-0.17,7.77,7.77,7.75
2126.94,7.80,-0.05,7.80,-0.06,0.07,0.19,-0.15,7.87,7.87,7.85
2148.20,8.01,0.05,8.01,0.05,-0.05,0.09,-0.12,7.96,7.96,7.96
2169.69,8.22,0.16,8.22,0.16,-0.16,-0.02,-0.09,8.06,8.06,8.06
2191.38,8.43,0.27,8.43,0.26,-0.27,-0.13,-0.07,8.17,8.16,8.16
2213.30,8.63,0.37,8.63,0.36,-0.36,-0.25,-0.03,8.27,8.28,8.26
2235.43,8.83,0.46,8.83,0.46,-0.44,-0.36,0.00,8.39,8.39,8.38
2257.78,9.01,0.54,9.01,0.54,-0.52,-0.47,0.04,8.49,8.49,8.48
2280.36,9.18,0.61,9.18,0.61,-0.60,-0.59,0.08,8.58,8.58,8.57
2303.17,9.35,0.68,9.35,0.68,-0.69,-0.70,0.12,8.66,8.66,8.67
2326.20,9.51,0.74,9.51,0.75,-0.78,-0.81,0.16,8.73,8.74,8.77
2349.46,9.69,0.82,9.70,0.84,-0.87,-0.92,0.20,8.82,8.83,8.87
2372.95,9.89,0.94,9.90,0.95,-0.97,-1.04,0.25,8.92,8.93,8.95
2396.68,10.11,1.08,10.11,1.08,-1.07,-1.15,0.30,9.04,9.04,9.03
2420.65,10.31,1.21,10.30,1.20,-1.18,-1.25,0.35,9.13,9.13,9.10
2444.86,10.49,1.31,10.49,1.31,-1.29,-1.36,0.40,9.20,9.20,9.18
2469.31,10.65,1.40,10.66,1.40,-1.40,-1.46,0.45,9.25,9.25,9.25
2494.00,10.82,1.49,10.83,1.50,-1.51,-1.55,0.50,9.31,9.31,9.33
2518.94,11.00,1.60,11.00,1.60,-1.62,-1.65,0.56,9.38,9.38,9.40
2544.13,11.17,1.71,11.17,1.71,-1.72,-1.73,0.61,9.45,9.45,9.46
2569.57,11.34,1.82,11.34,1.81,-1.81,-1.81,0.67,9.53,9.53,9.52
2595.27,11.49,1.90,11.49,1.90,-1.90,-1.88,0.73,9.59,9.59,9.59
2621.22,11.63,1.98,11.63,1.98,-1.98,-1.95,0.79,9.65,9.66,9.65
2647.43,11.76,2.05,11.76,2.05,-2.04,-2.00,0.85,9.72,9.72,9.71
2673.90,11.87,2.10,11.87,2.10,-2.10,-2.04,0.91,9.77,9.78,9.77
2700.64,11.97,2.15,11.97,2.14,-2.13,-2.08,0.97,9.84,9.84,9.82
2727.65,12.04,2.16,12.04,2.16,-2.16,-2.10,1.03,9.89,9.89,9.88
2754.93,12.10,2.17,12.10,2.17,-2.16,-2.11,1.10,9.94,9.93,9.93
2782.48,12.13,2.15,12.14,2.15,-2.16,-2.11,1.16,9.97,9.98,9.98
2810.30,12.16,2.13,12.16,2.13,-2.14,-2.10,1.23,10.02,10.02,10.03
2838.40,12.17,2.10,12.17,2.10,-2.11,-2.07,1.30,10.06,10.06,10.07
2866.79,12.17,2.07,12.17,2.06,-2.07,-2.03,1.37,10.10,10.10,10.10
2895.46,12.16,2.02,12.15,2.01,-2.01,-1.98,1.44,10.15,10.14,10.14
2924.41,12.11,1.94,12.12,1.94,-1.94,-1.92,1.51,10.17,10.17,10.17
2953.65,12.06,1.86,12.06,1.86,-1.85,-1.85,1.58,10.21,10.21,10.20
2983.19,12.00,1.76,12.00,1.76,-1.74,-1.77,1.66,10.26,10.26,10.24
3013.02,11.92,1.65,11.92,1.65,-1.61,-1.68,1.73,10.31,10.31,10.27
3043.15,11.83,1.52,11.82,1.51,-1.46,-1.58,1.81,10.37,10.36,10.31
3073.58,11.69,1.35,11.68,1.34,-1.31,-1.47,1.88,10.38,10.38,10.34
3104.32,11.53,1.15,11.53,1.15,-1.16,-1.36,1.96,10.38,10.38,10.38
3135.36,11.37,0.96,11.38,0.96,-1.01,-1.24,2.04,10.36,10.37,10.41
3166.72,11.25,0.81,11.25,0.81,-0.88,-1.11,2.12,10.38,10.38,10.44
3198.38,11.15,0.70,11.16,0.71,-0.76,-0.97,2.20,10.39,10.40,10.45
3230.37,11.11,0.64,11.11,0.63,-0.67,-0.84,2.28,10.44,10.44,10.47
3262.67,11.07,0.59,11.07,0.58,-0.59,-0.69,2.36,10.48,10.47,10.48
3295.30,11.03,0.53,11.04,0.53,-0.53,-0.55,2.44,10.50,10.50,10.50
3328.25,11.00,0.49,11.00,0.49,-0.48,-0.40,2.51,10.53,10.52,10.51
3361.53,10.95,0.43,10.95,0.43,-0.41,-0.24,2.59,10.54,10.54,10.52
3395.15,10.89,0.37,10.88,0.36,-0.33,-0.08,2.67,10.56,10.56,10.52
3429.10,10.78,0.26,10.78,0.26,-0.22,0.08,2.75,10.56,10.56,10.53
3463.39,10.64,0.13,10.64,0.12,-0.09,0.24,2.82,10.55,10.55,10.52
3498.03,10.46,-0.05,10.46,-0.06,0.07,0.41,2.90,10.53,10.53,10.52
3533.01,10.24,-0.27,10.25,-0.27,0.26,0.59,2.97,10.50,10.51,10.52
3568.34,10.01,-0.49,10.02,-0.48,0.48,0.76,3.04,10.49,10.49,10.51
3604.02,9.77,-0.70,9.77,-0.71,0.71,0.95,3.10,10.48,10.48,10.48
3640.06,9.52,-0.93,9.51,-0.94,0.96,1.13,3.16,10.48,10.47,10.46
3676.46,9.23,-1.20,9.23,-1.20,1.21,1.33,3.22,10.45,10.45,10.44
3713.22,8.94,-1.46,8.93,-1.48,1.47,1.52,3.27,10.41,10.40,10.41
3750.36,8.62,-1.76,8.63,-1.75,1.72,1.72,3.32,10.34,10.35,10.39
3787.86,8.33,-2.02,8.33,-2.01,1.97,1.93,3.36,10.30,10.30,10.35
3825.74,8.05,-2.26,8.06,-2.25,2.22,2.15,3.39,10.27,10.27,10.31
3864.00,7.80,-2.47,7.80,-2.47,2.46,2.37,3.43,10.26,10.26,10.27
3902.64,7.54,-2.69,7.54,-2.69,2.71,2.60,3.45,10.25,10.25,10.23
3941.66,7.27,-2.93,7.27,-2.93,2.96,2.83,3.47,10.23,10.23,10.20
3981.08,6.97,-3.19,6.97,-3.18,3.21,3.07,3.48,10.19,10.18,10.16
4020.89,6.65,-3.46,6.65,-3.46,3.47,3.32,3.48,10.12,10.12,10.11
4061.10,6.31,-3.74,6.31,-3.74,3.74,3.57,3.48,10.05,10.05,10.05
4101.71,5.97,-4.02,5.97,-4.02,4.01,3.83,3.47,9.98,9.98,9.99
4142.73,5.64,-4.30,5.64,-4.29,4.28,4.09,3.45,9.92,9.92,9.94
4184.15,5.31,-4.57,5.31,-4.56,4.56,4.36,3.43,9.87,9.87,9.88
4226.00,5.00,-4.82,5.00,-4.82,4.83,4.62,3.39,9.84,9.84,9.82
4268.26,4.69,-5.07,4.69,-5.06,5.10,4.88,3.36,9.79,9.79,9.76
4310.94,4.39,-5.29,4.39,-5.29,5.33,5.14,3.32,9.72,9.72,9.68
4354.05,4.08,-5.52,4.08,-5.52,5.54,5.39,3.27,9.62,9.62,9.60
4397.59,3.77,-5.76,3.77,-5.75,5.71,5.62,3.22,9.48,9.48,9.53
4441.56,3.45,-6.00,3.45,-6.00,5.84,5.84,3.17,9.29,9.29,9.45
4485.98,3.13,-6.24,3.13,-6.24,5.94,6.02,3.11,9.07,9.07,9.37
4530.84,2.81,-6.48,2.81,-6.47,6.00,6.18,3.05,8.81,8.81,9.29
4576.15,2.51,-6.69,2.51,-6.69,6.04,6.30,2.98,8.55,8.55,9.20
4621.91,2.22,-6.90,2.23,-6.89,6.05,6.40,2.91,8.27,8.27,9.12
4668.13,1.97,-7.06,1.97,-7.06,6.04,6.43,2.84,8.01,8.00,9.03
4714.81,1.72,-7.22,1.72,-7.22,6.02,6.44,2.77,7.74,7.74,8.94
4761.96,1.49,-7.37,1.48,-7.37,6.02,6.39,2.70,7.51,7.50,8.86
4809.58,1.27,-7.49,1.27,-7.49,6.04,6.32,2.63,7.31,7.31,8.76
4857.67,1.08,-7.59,1.09,-7.58,6.05,6.19,2.56,7.13,7.14,8.67
4906.25,0.96,-7.62,0.95,-7.62,6.04,6.05,2.48,7.00,6.99,8.58
4955.31,0.86,-7.62,0.86,-7.62,6.01,5.87,2.41,6.87,6.87,8.48
5004.87,0.81,-7.58,0.82,-7.57,5.94,5.67,2.34,6.75,6.76,8.39
5054.91,0.83,-7.48,0.82,-7.48,5.83,5.45,2.26,6.66,6.65,8.31
5105.46,0.90,-7.33,0.89,-7.34,5.68,5.23,2.19,6.58,6.58,8.23
5156.52,1.04,-7.12,1.06,-7.09,5.50,4.99,2.12,6.54,6.56,8.16
5208.08,1.31,-6.77,1.33,-6.75,5.28,4.76,2.05,6.59,6.61,8.08
5260.16,1.71,-6.29,1.71,-6.29,5.03,4.52,1.99,6.74,6.74,8.00
