frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
361.87,9.47,2.50,9.44,2.47,-2.21,-2.97,-2.56,7.26,7.24,6.97
365.49,9.47,2.50,9.45,2.48,-2.13,-2.94,-2.54,7.34,7.31,6.97
369.14,9.26,2.29,9.20,2.23,-2.02,-2.92,-2.51,7.24,7.17,6.97
372.83,8.72,1.76,8.72,1.75,-1.89,-2.89,-2.49,6.83,6.82,6.97
376.56,8.15,1.19,8.14,1.18,-1.75,-2.87,-2.48,6.40,6.39,6.96
380.33,7.55,0.59,7.61,0.65,-1.62,-2.86,-2.46,5.93,5.99,6.96
384.13,7.29,0.33,7.31,0.35,-1.54,-2.85,-2.45,5.75,5.77,6.96
387.97,7.23,0.27,7.27,0.31,-1.53,-2.85,-2.44,5.71,5.74,6.96
391.85,7.52,0.56,7.51,0.55,-1.61,-2.86,-2.43,5.91,5.90,6.96
395.77,7.93,0.97,7.96,1.00,-1.78,-2.88,-2.42,6.15,6.18,6.96
399.73,8.51,1.55,8.51,1.56,-2.00,-2.90,-2.41,6.52,6.52,6.96
403.72,9.11,2.16,9.06,2.10,-2.24,-2.94,-2.40,6.87,6.82,6.96
407.76,9.50,2.55,9.51,2.55,-2.50,-3.00,-2.40,7.00,7.01,6.95
411.84,9.85,2.90,9.80,2.85,-2.75,-3.07,-2.39,7.11,7.06,6.95
415.96,9.97,3.02,9.99,3.03,-2.96,-3.16,-2.39,7.01,7.03,6.95
420.12,10.10,3.15,10.12,3.17,-3.17,-3.27,-2.39,6.93,6.96,6.95
424.32,10.26,3.31,10.26,3.31,-3.39,-3.41,-2.39,6.87,6.87,6.95
428.56,10.45,3.50,10.46,3.51,-3.63,-3.57,-2.39,6.82,6.83,6.95
432.85,10.71,3.76,10.72,3.77,-3.90,-3.76,-2.38,6.82,6.82,6.95
437.18,11.01,4.06,11.02,4.07,-4.16,-3.97,-2.38,6.85,6.85,6.95
441.55,11.35,4.40,11.36,4.41,-4.44,-4.20,-2.38,6.91,6.92,6.95
445.96,11.68,4.74,11.69,4.74,-4.70,-4.43,-2.38,6.98,6.99,6.95
450.42,12.00,5.06,11.96,5.02,-4.94,-4.63,-2.37,7.06,7.02,6.95
454.93,12.13,5.19,12.13,5.18,-5.11,-4.77,-2.37,7.02,7.02,6.95
459.48,12.19,5.25,12.20,5.26,-5.20,-4.84,-2.37,7.00,7.01,6.94
464.07,12.15,5.21,12.17,5.22,-5.18,-4.80,-2.36,6.98,6.99,6.94
468.71,12.09,5.15,12.07,5.13,-5.05,-4.66,-2.35,7.04,7.02,6.94
473.40,11.84,4.90,11.86,4.92,-4.81,-4.43,-2.34,7.03,7.04,6.94
478.13,11.57,4.63,11.52,4.58,-4.50,-4.15,-2.33,7.07,7.02,6.94
482.91,11.07,4.13,11.08,4.14,-4.12,-3.84,-2.32,6.96,6.97,6.94
487.74,10.57,3.63,10.61,3.67,-3.69,-3.52,-2.30,6.88,6.92,6.94
492.62,10.13,3.19,10.12,3.18,-3.25,-3.22,-2.28,6.89,6.88,6.94
497.55,9.70,2.76,9.69,2.75,-2.80,-2.94,-2.26,6.90,6.89,6.94
502.52,9.28,2.34,9.29,2.35,-2.37,-2.68,-2.24,6.91,6.92,6.94
507.55,8.93,1.99,8.94,2.00,-2.00,-2.45,-2.21,6.93,6.94,6.94
512.62,8.65,1.71,8.64,1.70,-1.72,-2.24,-2.19,6.93,6.92,6.94
517.75,8.42,1.48,8.41,1.47,-1.53,-2.05,-2.16,6.89,6.87,6.94
522.93,8.22,1.28,8.25,1.31,-1.46,-1.88,-2.13,6.77,6.79,6.94
528.16,8.21,1.27,8.21,1.27,-1.47,-1.72,-2.09,6.74,6.74,6.94
533.44,8.27,1.33,8.31,1.37,-1.54,-1.57,-2.06,6.73,6.77,6.94
538.77,8.51,1.58,8.52,1.58,-1.64,-1.44,-2.02,6.87,6.88,6.94
544.16,8.80,1.87,8.78,1.84,-1.74,-1.31,-1.98,7.06,7.04,6.94
549.60,8.96,2.03,8.98,2.05,-1.82,-1.18,-1.94,7.14,7.16,6.94
555.10,9.10,2.17,9.06,2.12,-1.85,-1.06,-1.89,7.25,7.21,6.94
560.65,8.89,1.96,8.91,1.97,-1.81,-0.94,-1.85,7.08,7.09,6.94
566.25,8.60,1.67,8.55,1.61,-1.71,-0.82,-1.80,6.90,6.84,6.94
571.92,7.92,0.99,7.96,1.02,-1.52,-0.70,-1.76,6.40,6.44,6.94
577.64,7.22,0.29,7.18,0.24,-1.28,-0.57,-1.71,5.94,5.90,6.94
583.41,6.34,-0.59,6.30,-0.64,-1.00,-0.43,-1.66,5.34,5.29,6.93
589.25,5.37,-1.56,5.48,-1.45,-0.71,-0.29,-1.61,4.66,4.77,6.93
595.14,4.77,-2.16,4.77,-2.16,-0.43,-0.13,-1.56,4.34,4.34,6.93
601.09,4.32,-2.61,4.29,-2.65,-0.16,0.03,-1.51,4.16,4.12,6.93
607.10,4.00,-2.93,4.05,-2.88,0.09,0.21,-1.46,4.10,4.15,6.93
613.17,3.96,-2.97,3.98,-2.95,0.35,0.40,-1.41,4.32,4.34,6.93
619.30,4.09,-2.84,4.09,-2.84,0.63,0.60,-1.36,4.72,4.72,6.93
625.50,4.22,-2.71,4.23,-2.70,0.93,0.80,-1.31,5.15,5.15,6.93
631.75,4.35,-2.58,4.28,-2.66,1.22,0.99,-1.26,5.57,5.49,6.93
638.07,4.12,-2.81,4.14,-2.79,1.48,1.15,-1.21,5.60,5.62,6.93
644.45,3.83,-3.10,3.79,-3.14,1.70,1.27,-1.16,5.53,5.49,6.93
650.89,3.28,-3.65,3.22,-3.72,1.85,1.34,-1.11,5.13,5.06,6.93
657.40,2.63,-4.30,2.64,-4.30,1.93,1.35,-1.06,4.56,4.57,6.93
663.98,2.04,-4.89,2.16,-4.77,1.93,1.31,-1.01,3.97,4.10,6.93
670.62,2.01,-4.92,1.99,-4.94,1.86,1.21,-0.96,3.87,3.85,6.93
677.32,2.13,-4.80,2.16,-4.77,1.71,1.09,-0.92,3.85,3.87,6.93
684.10,2.64,-4.29,2.64,-4.29,1.50,0.95,-0.87,4.15,4.15,6.93
690.94,3.28,-3.65,3.30,-3.63,1.24,0.81,-0.82,4.53,4.54,6.93
697.85,4.10,-2.83,4.08,-2.86,0.95,0.68,-0.78,5.05,5.03,6.93
704.83,4.87,-2.06,4.85,-2.08,0.64,0.56,-0.73,5.51,5.49,6.93
711.87,5.59,-1.34,5.60,-1.33,0.35,0.45,-0.69,5.94,5.95,6.93
718.99,6.24,-0.69,6.25,-0.68,0.08,0.36,-0.64,6.32,6.33,6.93
726.18,6.84,-0.09,6.82,-0.11,-0.18,0.28,-0.60,6.67,6.64,6.93
733.44,7.25,0.32,7.26,0.33,-0.40,0.21,-0.56,6.85,6.86,6.93
740.78,7.60,0.67,7.59,0.66,-0.59,0.15,-0.52,7.01,6.99,6.93
748.19,7.77,0.84,7.79,0.86,-0.75,0.10,-0.47,7.02,7.04,6.93
755.67,7.92,0.99,7.90,0.97,-0.86,0.06,-0.43,7.06,7.03,6.93
763.23,7.92,0.99,7.93,1.00,-0.95,0.03,-0.39,6.97,6.98,6.93
770.86,7.92,0.99,7.93,1.00,-1.01,0.00,-0.35,6.91,6.92,6.93
778.57,7.92,0.99,7.92,0.99,-1.06,-0.02,-0.31,6.86,6.87,6.93
786.35,7.94,1.01,7.95,1.02,-1.10,-0.03,-0.27,6.84,6.84,6.93
794.22,8.00,1.07,8.00,1.07,-1.15,-0.05,-0.23,6.85,6.85,6.93
802.16,8.09,1.16,8.10,1.17,-1.22,-0.06,-0.19,6.87,6.88,6.93
810.18,8.22,1.29,8.22,1.29,-1.31,-0.07,-0.15,6.91,6.91,6.93
818.28,8.35,1.42,8.35,1.42,-1.42,-0.07,-0.12,6.93,6.93,6.93
826.46,8.47,1.54,8.47,1.54,-1.54,-0.07,-0.08,6.94,6.93,6.93
834.73,8.56,1.63,8.56,1.63,-1.63,-0.08,-0.04,6.93,6.93,6.93
843.08,8.63,1.70,8.62,1.69,-1.69,-0.07,-0.01,6.94,6.93,6.93
851.51,8.64,1.71,8.67,1.74,-1.70,-0.07,0.03,6.95,6.98,6.93
860.02,8.64,1.71,8.67,1.74,-1.65,-0.07,0.06,6.99,7.02,6.93
868.62,8.64,1.71,8.59,1.66,-1.55,-0.07,0.10,7.09,7.04,6.93
877.31,8.35,1.42,8.38,1.45,-1.40,-0.06,0.13,6.95,6.98,6.93
886.08,8.02,1.09,7.99,1.06,-1.21,-0.06,0.16,6.81,6.79,6.93
894.94,7.43,0.50,7.40,0.47,-0.98,-0.05,0.19,6.45,6.42,6.93
903.89,6.69,-0.24,6.69,-0.24,-0.72,-0.04,0.22,5.97,5.97,6.93
912.93,5.86,-1.07,5.90,-1.03,-0.45,-0.03,0.25,5.41,5.44,6.93
922.06,5.11,-1.82,5.12,-1.81,-0.18,-0.02,0.28,4.94,4.94,6.93
931.28,4.38,-2.55,4.39,-2.54,0.10,-0.01,0.31,4.48,4.49,6.93
940.59,3.72,-3.21,3.71,-3.22,0.36,-0.00,0.34,4.08,4.07,6.93
950.00,3.05,-3.88,3.04,-3.89,0.62,0.01,0.37,3.67,3.66,6.93
959.50,2.39,-4.54,2.40,-4.53,0.87,0.02,0.39,3.27,3.27,6.93
969.09,1.76,-5.17,1.76,-5.17,1.15,0.03,0.42,2.91,2.91,6.93
978.78,1.16,-5.77,1.15,-5.78,1.45,0.04,0.44,2.61,2.60,6.93
988.57,0.60,-6.33,0.59,-6.34,1.74,0.05,0.46,2.34,2.33,6.93
998.46,0.06,-6.87,0.06,-6.87,2.00,0.07,0.48,2.06,2.06,6.93
1008.44,-0.34,-7.27,-0.36,-7.29,2.22,0.08,0.51,1.88,1.85,6.93
1018.53,-0.72,-7.65,-0.69,-7.62,2.37,0.09,0.53,1.65,1.68,6.93
1028.71,-0.75,-7.68,-0.78,-7.71,2.45,0.11,0.54,1.70,1.67,6.93
1039.00,-0.72,-7.65,-0.62,-7.55,2.45,0.12,0.56,1.73,1.83,6.93
1049.39,-0.15,-7.08,-0.18,-7.11,2.38,0.14,0.58,2.23,2.20,6.93
1059.88,0.46,-6.47,0.47,-6.46,2.23,0.16,0.60,2.69,2.70,6.93
1070.48,1.28,-5.65,1.27,-5.66,2.02,0.17,0.61,3.30,3.29,6.93
1081.19,2.08,-4.85,2.06,-4.87,1.76,0.19,0.63,3.84,3.82,6.93
1092.00,2.85,-4.08,2.84,-4.09,1.47,0.21,0.64,4.32,4.31,6.93
1102.92,3.55,-3.38,3.55,-3.38,1.17,0.23,0.66,4.72,4.72,6.93
1113.95,4.19,-2.74,4.18,-2.75,0.89,0.25,0.67,5.09,5.07,6.93
1125.09,4.77,-2.16,4.76,-2.17,0.63,0.27,0.68,5.40,5.39,6.93
1136.34,5.31,-1.62,5.35,-1.58,0.36,0.29,0.70,5.67,5.71,6.93
1147.70,5.93,-1.00,5.95,-0.97,0.09,0.31,0.71,6.02,6.04,6.93
1159.18,6.59,-0.34,6.57,-0.36,-0.18,0.33,0.72,6.41,6.39,6.93
1170.77,7.11,0.18,7.11,0.19,-0.44,0.36,0.73,6.68,6.68,6.93
1182.48,7.58,0.65,7.55,0.62,-0.67,0.38,0.75,6.91,6.88,6.93
1194.30,7.83,0.90,7.84,0.91,-0.87,0.41,0.76,6.97,6.98,6.93
1206.25,8.04,1.11,8.03,1.10,-1.03,0.44,0.77,7.02,7.00,6.93
1218.31,8.11,1.18,8.12,1.19,-1.14,0.47,0.79,6.97,6.98,6.93
1230.49,8.16,1.23,8.17,1.24,-1.21,0.50,0.80,6.95,6.96,6.93
1242.80,8.16,1.23,8.16,1.23,-1.23,0.53,0.82,6.93,6.93,6.93
1255.22,8.13,1.20,8.11,1.18,-1.20,0.56,0.83,6.93,6.90,6.93
1267.78,8.00,1.07,8.02,1.09,-1.12,0.60,0.85,6.88,6.90,6.93
1280.45,7.89,0.96,7.92,0.99,-1.00,0.63,0.86,6.90,6.92,6.93
1293.26,7.80,0.87,7.79,0.86,-0.83,0.67,0.88,6.97,6.96,6.93
1306.19,7.64,0.71,7.63,0.70,-0.63,0.71,0.90,7.01,7.00,6.93
1319.25,7.42,0.49,7.42,0.49,-0.41,0.76,0.91,7.01,7.01,6.93
1332.45,7.16,0.23,7.16,0.23,-0.19,0.80,0.93,6.98,6.98,6.93
1345.77,6.88,-0.05,6.87,-0.06,0.03,0.85,0.95,6.91,6.90,6.93
1359.23,6.62,-0.31,6.61,-0.32,0.22,0.90,0.97,6.84,6.83,6.93
1372.82,6.36,-0.57,6.42,-0.51,0.38,0.96,0.99,6.74,6.80,6.93
1386.55,6.31,-0.62,6.31,-0.62,0.50,1.01,1.02,6.81,6.81,6.93
1400.41,6.29,-0.64,6.27,-0.66,0.57,1.07,1.04,6.86,6.84,6.93
1414.42,6.28,-0.65,6.28,-0.65,0.62,1.13,1.06,6.90,6.90,6.93
1428.56,6.26,-0.67,6.28,-0.65,0.67,1.20,1.09,6.94,6.95,6.93
1442.85,6.26,-0.67,6.27,-0.66,0.75,1.27,1.11,7.01,7.01,6.93
1457.28,6.23,-0.70,6.21,-0.72,0.86,1.34,1.14,7.09,7.07,6.93
1471.85,6.07,-0.86,6.07,-0.86,1.01,1.42,1.17,7.09,7.09,6.93
1486.57,5.84,-1.09,5.82,-1.10,1.22,1.50,1.20,7.06,7.04,6.93
1501.43,5.46,-1.47,5.48,-1.45,1.47,1.58,1.22,6.93,6.94,6.93
1516.45,5.03,-1.90,5.04,-1.89,1.75,1.66,1.25,6.78,6.79,6.93
1531.61,4.52,-2.41,4.49,-2.44,2.05,1.75,1.28,6.57,6.54,6.93
1546.93,3.89,-3.04,3.87,-3.06,2.39,1.84,1.32,6.29,6.26,6.93
1562.40,3.16,-3.77,3.19,-3.74,2.73,1.94,1.35,5.90,5.92,6.93
1578.02,2.54,-4.39,2.54,-4.39,3.04,2.03,1.38,5.58,5.58,6.93
1593.80,1.97,-4.96,1.99,-4.94,3.27,2.12,1.41,5.25,5.26,6.93
1609.74,1.63,-5.30,1.61,-5.32,3.44,2.22,1.45,5.07,5.05,6.93
1625.84,1.35,-5.58,1.40,-5.53,3.53,2.31,1.48,4.88,4.93,6.93
1642.10,1.45,-5.48,1.42,-5.51,3.56,2.40,1.52,5.01,4.98,6.93
1658.52,1.60,-5.33,1.65,-5.28,3.50,2.48,1.55,5.10,5.15,6.93
1675.10,2.10,-4.83,2.09,-4.84,3.35,2.56,1.58,5.45,5.44,6.93
1691.85,2.64,-4.29,2.67,-4.26,3.13,2.63,1.62,5.77,5.80,6.93
1708.77,3.34,-3.59,3.34,-3.59,2.86,2.69,1.65,6.20,6.20,6.93
1725.86,3.99,-2.94,3.98,-2.95,2.58,2.74,1.69,6.57,6.56,6.93
1743.12,4.52,-2.41,4.51,-2.42,2.34,2.78,1.72,6.86,6.85,6.93
1760.55,4.89,-2.04,4.86,-2.07,2.18,2.80,1.75,7.08,7.04,6.93
1778.15,5.01,-1.92,5.01,-1.92,2.16,2.81,1.79,7.17,7.17,6.93
1795.94,4.97,-1.96,4.97,-1.96,2.22,2.81,1.82,7.19,7.19,6.93
1813.90,4.79,-2.14,4.78,-2.15,2.33,2.79,1.85,7.12,7.11,6.93
1832.03,4.52,-2.41,4.52,-2.41,2.46,2.76,1.87,6.98,6.98,6.93
1850.36,4.20,-2.73,4.22,-2.71,2.60,2.71,1.90,6.80,6.81,6.93
1868.86,3.96,-2.97,3.96,-2.97,2.72,2.66,1.92,6.69,6.68,6.93
1887.55,3.74,-3.19,3.75,-3.18,2.80,2.60,1.95,6.54,6.55,6.93
1906.42,3.71,-3.22,3.69,-3.24,2.77,2.53,1.97,6.49,6.47,6.93
1925.49,3.72,-3.21,3.78,-3.14,2.63,2.45,1.99,6.36,6.42,6.93
1944.74,4.09,-2.84,4.08,-2.85,2.38,2.37,2.00,6.47,6.46,6.93
1964.19,4.50,-2.43,4.54,-2.39,2.05,2.29,2.02,6.55,6.58,6.93
1983.83,5.10,-1.83,5.09,-1.84,1.66,2.20,2.03,6.76,6.75,6.93
2003.67,5.65,-1.28,5.62,-1.31,1.28,2.12,2.04,6.94,6.90,6.93
2023.71,6.06,-0.87,6.07,-0.86,0.96,2.03,2.05,7.03,7.03,6.93
2043.94,6.38,-0.55,6.37,-0.56,0.74,1.95,2.05,7.12,7.11,6.93
2064.38,6.54,-0.39,6.55,-0.38,0.59,1.87,2.05,7.13,7.14,6.93
2085.03,6.58,-0.35,6.59,-0.34,0.53,1.79,2.05,7.11,7.11,6.93
2105.88,6.48,-0.45,6.46,-0.47,0.56,1.72,2.05,7.04,7.02,6.93
2126.94,6.18,-0.75,6.17,-0.76,0.68,1.65,2.05,6.87,6.86,6.93
2148.20,5.73,-1.20,5.72,-1.21,0.90,1.58,2.04,6.63,6.62,6.93
2169.69,5.18,-1.75,5.18,-1.75,1.17,1.52,2.04,6.35,6.34,6.93
2191.38,4.58,-2.35,4.61,-2.32,1.49,1.46,2.03,6.07,6.10,6.93
2213.30,4.14,-2.79,4.13,-2.80,1.82,1.40,2.02,5.96,5.95,6.93
2235.43,3.73,-3.20,3.78,-3.15,2.11,1.35,2.00,5.84,5.89,6.93
2257.78,3.62,-3.31,3.60,-3.33,2.33,1.30,1.99,5.96,5.93,6.93
2280.36,3.55,-3.38,3.58,-3.35,2.47,1.25,1.98,6.03,6.05,6.93
2303.17,3.73,-3.20,3.73,-3.20,2.54,1.21,1.97,6.27,6.27,6.93
2326.20,3.95,-2.98,3.98,-2.95,2.54,1.17,1.95,6.49,6.52,6.93
2349.46,4.31,-2.62,4.30,-2.63,2.49,1.13,1.94,6.80,6.79,6.93
2372.95,4.61,-2.32,4.60,-2.33,2.41,1.10,1.92,7.02,7.01,6.93
2396.68,4.83,-2.10,4.81,-2.11,2.33,1.07,1.91,7.17,7.15,6.93
2420.65,4.93,-2.00,4.91,-2.02,2.28,1.04,1.89,7.21,7.19,6.93
2444.86,4.87,-2.06,4.90,-2.02,2.27,1.02,1.88,7.14,7.17,6.93
2469.31,4.81,-2.12,4.78,-2.15,2.30,0.99,1.87,7.12,7.08,6.93
2494.00,4.60,-2.33,4.58,-2.35,2.40,0.97,1.86,7.00,6.98,6.93
2518.94,4.32,-2.61,4.35,-2.58,2.54,0.96,1.85,6.86,6.88,6.93
2544.13,4.15,-2.78,4.15,-2.78,2.65,0.94,1.83,6.80,6.80,6.93
2569.57,4.02,-2.91,4.05,-2.88,2.70,0.93,1.83,6.72,6.75,6.93
2595.27,4.11,-2.82,4.10,-2.83,2.67,0.92,1.82,6.78,6.76,6.93
2621.22,4.24,-2.69,4.26,-2.67,2.54,0.91,1.81,6.78,6.80,6.93
2647.43,4.56,-2.37,4.55,-2.38,2.32,0.90,1.81,6.89,6.87,6.93
2673.90,4.89,-2.04,4.91,-2.02,2.03,0.89,1.80,6.92,6.94,6.93
2700.64,5.33,-1.60,5.32,-1.61,1.66,0.89,1.80,7.00,6.99,6.93
2727.65,5.75,-1.18,5.72,-1.21,1.26,0.89,1.80,7.01,6.98,6.93
2754.93,6.10,-0.83,6.11,-0.82,0.83,0.89,1.80,6.93,6.94,6.93
2782.48,6.45,-0.48,6.47,-0.46,0.40,0.89,1.80,6.86,6.87,6.93
2810.30,6.83,-0.10,6.83,-0.09,0.00,0.90,1.80,6.83,6.84,6.93
2838.40,7.18,0.25,7.18,0.25,-0.30,0.90,1.81,6.88,6.88,6.93
2866.79,7.50,0.57,7.51,0.58,-0.50,0.91,1.82,7.00,7.00,6.93
2895.46,7.70,0.77,7.72,0.79,-0.59,0.92,1.83,7.11,7.12,6.93
2924.41,7.83,0.90,7.79,0.86,-0.58,0.94,1.84,7.25,7.21,6.93
2953.65,7.64,0.71,7.65,0.72,-0.47,0.95,1.85,7.17,7.18,6.93
2983.19,7.33,0.40,7.31,0.38,-0.27,0.97,1.86,7.06,7.04,6.93
3013.02,6.70,-0.23,6.66,-0.27,-0.01,0.99,1.87,6.70,6.66,6.93
3043.15,6.00,-0.93,5.90,-1.03,0.31,1.01,1.89,6.32,6.22,6.93
3073.58,4.95,-1.98,5.14,-1.79,0.66,1.03,1.91,5.61,5.79,6.93
3104.32,4.54,-2.39,4.54,-2.39,1.00,1.06,1.93,5.54,5.54,6.93
3135.36,4.16,-2.77,4.15,-2.78,1.34,1.09,1.95,5.50,5.49,6.93
3166.72,4.00,-2.93,3.99,-2.94,1.65,1.12,1.97,5.65,5.65,6.93
3198.38,3.89,-3.04,3.91,-3.02,1.93,1.15,1.99,5.82,5.83,6.93
3230.37,3.92,-3.01,3.92,-3.01,2.16,1.19,2.01,6.08,6.07,6.93
3262.67,3.97,-2.96,3.96,-2.97,2.38,1.23,2.03,6.35,6.34,6.93
3295.30,4.03,-2.90,4.02,-2.91,2.54,1.28,2.06,6.57,6.56,6.93
3328.25,4.09,-2.84,4.08,-2.85,2.61,1.32,2.08,6.70,6.70,6.93
3361.53,4.16,-2.77,4.18,-2.75,2.59,1.37,2.11,6.75,6.76,6.93
3395.15,4.32,-2.61,4.33,-2.60,2.47,1.43,2.13,6.79,6.79,6.93
3429.10,4.54,-2.39,4.55,-2.38,2.25,1.49,2.16,6.80,6.81,6.93
3463.39,4.85,-2.08,4.85,-2.08,2.00,1.55,2.18,6.85,6.85,6.93
3498.03,5.20,-1.73,5.23,-1.69,1.73,1.61,2.20,6.93,6.96,6.93
3533.01,5.57,-1.36,5.59,-1.34,1.48,1.68,2.23,7.05,7.07,6.93
3568.34,5.95,-0.98,5.86,-1.07,1.30,1.75,2.25,7.25,7.16,6.93
3604.02,5.93,-1.00,5.96,-0.97,1.22,1.82,2.27,7.15,7.17,6.93
3640.06,5.88,-1.05,5.87,-1.06,1.22,1.90,2.28,7.10,7.09,6.93
3676.46,5.60,-1.33,5.61,-1.32,1.33,1.98,2.30,6.94,6.94,6.93
3713.22,5.28,-1.65,5.25,-1.68,1.55,2.05,2.31,6.83,6.80,6.93
3750.36,4.80,-2.13,4.81,-2.12,1.82,2.13,2.32,6.63,6.63,6.93
3787.86,4.37,-2.56,4.38,-2.55,2.10,2.21,2.33,6.48,6.49,6.93
3825.74,4.03,-2.90,4.04,-2.89,2.35,2.29,2.34,6.38,6.39,6.93
3864.00,3.84,-3.09,3.87,-3.06,2.52,2.36,2.34,6.36,6.39,6.93
3902.64,3.87,-3.06,3.89,-3.04,2.61,2.42,2.33,6.48,6.50,6.93
3941.66,4.03,-2.90,4.04,-2.89,2.63,2.48,2.33,6.66,6.67,6.93
3981.08,4.28,-2.65,4.26,-2.67,2.61,2.53,2.32,6.89,6.87,6.93
4020.89,4.47,-2.46,4.46,-2.47,2.55,2.57,2.30,7.03,7.02,6.93
4061.10,4.63,-2.30,4.63,-2.30,2.49,2.60,2.28,7.12,7.12,6.93
4101.71,4.71,-2.22,4.72,-2.21,2.41,2.62,2.26,7.12,7.13,6.93
4142.73,4.78,-2.15,4.74,-2.19,2.33,2.62,2.24,7.11,7.06,6.93
4184.15,4.69,-2.24,4.69,-2.24,2.25,2.61,2.21,6.94,6.95,6.93
4226.00,4.60,-2.33,4.63,-2.30,2.20,2.59,2.17,6.80,6.83,6.93
4268.26,4.60,-2.33,4.60,-2.33,2.16,2.55,2.14,6.77,6.76,6.93
4310.94,4.62,-2.31,4.64,-2.28,2.14,2.51,2.10,6.76,6.78,6.93
4354.05,4.75,-2.18,4.76,-2.17,2.13,2.45,2.05,6.88,6.88,6.93
4397.59,4.88,-2.05,4.89,-2.04,2.13,2.39,2.01,7.01,7.02,6.93
4441.56,5.00,-1.93,4.98,-1.95,2.15,2.32,1.96,7.15,7.12,6.93
4485.98,5.00,-1.93,4.95,-1.98,2.18,2.24,1.91,7.18,7.13,6.93
4530.84,4.81,-2.12,4.82,-2.11,2.21,2.16,1.85,7.02,7.02,6.93
4576.15,4.63,-2.30,4.65,-2.28,2.23,2.08,1.80,6.86,6.88,6.93
4621.91,4.49,-2.44,4.52,-2.41,2.24,2.00,1.74,6.73,6.76,6.93
4668.13,4.51,-2.42,4.49,-2.44,2.22,1.92,1.68,6.74,6.71,6.93
4714.81,4.54,-2.39,4.58,-2.35,2.17,1.84,1.62,6.71,6.75,6.93
4761.96,4.73,-2.20,4.75,-2.18,2.09,1.76,1.56,6.82,6.83,6.93
4809.58,4.98,-1.95,4.96,-1.97,1.98,1.68,1.50,6.97,6.94,6.93
4857.67,5.15,-1.78,5.16,-1.77,1.89,1.61,1.44,7.04,7.05,6.93
4906.25,5.31,-1.62,5.29,-1.64,1.83,1.54,1.38,7.14,7.11,6.93
4955.31,5.28,-1.65,5.29,-1.64,1.82,1.47,1.32,7.11,7.12,6.93
5004.87,5.22,-1.71,5.19,-1.74,1.89,1.41,1.25,7.11,7.08,6.93
5054.91,4.97,-1.96,4.98,-1.95,2.01,1.34,1.19,6.99,6.99,6.93
5105.46,4.72,-2.21,4.73,-2.20,2.18,1.29,1.13,6.90,6.91,6.93
5156.52,4.47,-2.46,4.48,-2.45,2.37,1.23,1.07,6.84,6.85,6.93
5208.08,4.27,-2.66,4.29,-2.64,2.55,1.18,1.01,6.82,6.84,6.93
5260.16,4.17,-2.76,4.17,-2.76,2.69,1.14,0.94,6.86,6.85,6.93
5312.77,4.12,-2.81,4.11,-2.81,2.77,1.09,0.88,6.89,6.88,6.93
5365.89,4.12,-2.81,4.14,-2.79,2.77,1.05,0.82,6.89,6.90,6.93
5419.55,4.22,-2.71,4.23,-2.70,2.68,1.01,0.76,6.90,6.91,6.93
5473.75,4.38,-2.55,4.37,-2.56,2.51,0.98,0.70,6.90,6.89,6.93
5528.49,4.60,-2.33,4.60,-2.33,2.28,0.94,0.64,6.88,6.87,6.93
5583.77,4.85,-2.08,4.89,-2.04,1.99,0.91,0.58,6.84,6.88,6.93
5639.61,5.24,-1.69,5.24,-1.69,1.66,0.88,0.52,6.90,6.90,6.93
5696.00,5.65,-1.28,5.64,-1.29,1.31,0.86,0.46,6.96,6.95,6.93
5752.96,6.03,-0.90,6.04,-0.89,0.95,0.83,0.40,6.98,6.99,6.93
5810.49,6.41,-0.52,6.40,-0.53,0.59,0.81,0.34,7.00,6.99,6.93
5868.60,6.72,-0.21,6.72,-0.21,0.25,0.79,0.28,6.97,6.97,6.93
5927.28,7.02,0.09,7.01,0.08,-0.07,0.77,0.22,6.95,6.94,6.93
5986.56,7.28,0.35,7.27,0.34,-0.36,0.75,0.16,6.93,6.91,6.93
6046.42,7.52,0.59,7.50,0.57,-0.60,0.73,0.10,6.92,6.90,6.93
6106.89,7.74,0.81,7.71,0.78,-0.80,0.72,0.05,6.94,6.92,6.93
6167.96,7.93,1.00,7.89,0.96,-0.95,0.70,-0.01,6.98,6.94,6.93
6229.64,8.09,1.16,8.01,1.08,-1.05,0.69,-0.07,7.04,6.96,6.93
6291.93,8.16,1.23,8.08,1.15,-1.09,0.68,-0.13,7.07,6.98,6.93
6354.85,8.16,1.23,8.08,1.15,-1.08,0.67,-0.19,7.08,7.00,6.93
6418.40,8.16,1.23,8.01,1.08,-1.01,0.66,-0.25,7.15,6.99,6.93
6482.58,8.03,1.10,7.88,0.95,-0.91,0.65,-0.31,7.13,6.97,6.93
6547.41,7.84,0.91,7.70,0.77,-0.77,0.64,-0.36,7.07,6.93,6.93
6612.88,7.62,0.69,7.50,0.58,-0.61,0.63,-0.42,7.01,6.89,6.93
6679.01,7.40,0.47,7.33,0.40,-0.46,0.63,-0.48,6.94,6.87,6.93
6745.80,7.24,0.31,7.21,0.28,-0.33,0.62,-0.53,6.91,6.87,6.93
6813.26,7.08,0.15,7.12,0.19,-0.23,0.62,-0.59,6.85,6.89,6.93
6881.39,6.96,0.03,7.07,0.14,-0.17,0.62,-0.64,6.79,6.89,6.93
